ID,Document reference,Publication year,Study case location,Spreading methods,Induced bank filtration,In-channel modifications,"Well, shaft, borehole recharge",Rainwater-runoff harvesting,Unspecified MAR type,Number of criteria used,Criteria category (main),Criteria category (specific),Criteria original,Criteria modified,Criteria weight,Criteria importance rank,Weight Assignment method,Decision rules,Constraint mapping,Constraint mapping parameters,Sensitivity Analysis,Water Source,Main objective of MAR,
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Hydrometeorology,Precipitation,Rainfall,Rainfall,2.1,5,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Surface,Land use/ Land cover,Land cover,Land use/Land cover,6.3,3,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Surface,Geomorphological,Slope,Slope,8.3,2,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Surface,Soils,Soil texture,Soil type/Soil texture,8.3,2,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Management,Economical,Existing water harvesting structures,Presence of harvesting structures,10.4,1,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Aquifer,Storage/flow capacity,Hydrogeology,Hydrogeology,10.4,1,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Aquifer,Storage capacity,Thickness of aquifer,Aquifer thickness,4.2,4,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Aquifer,Storage capacity,Depth to water table,Groundwater level,10.4,1,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Aquifer,Flow capacity,Flow gradient,Flow gradient,2.1,5,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Surface,Geological,Distance to faults,Distance to Lineaments / Faults,8.3,2,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Water quality,Groundwater quality,Groundwater salinity,Groundwater - Salinity,6.3,3,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Water quality,Groundwater quality,Groundwater contamination,Groundwater - contamination,6.3,3,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Management,Economical,Distance to roads,Distance to roads,8.3,2,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
46,"Steinel, 2016",2016,Jordan,Yes,No,Yes,No,No,No,14,Management,Economical,Distance to active government wells,Distance to wells,8.3,2,Ranking method,WLC,Yes,"Rainfall (<75 mm/a), Catchment of existing dam, Built up/quarry/mudflat, slope(>5%), Aquitard, Aquifer thickness (<20m), Distance to contaminated well (<1km), Distance to international border (<2km)",Yes,Stormwater/surface runoff,Agriculture; Domestic,No
47,"Nasiri, 2013",2013,Iran,Yes,No,No,No,No,No,8,Aquifer,Flow capacity,Aquifer transmissivity,Aquifer transmissivity,1.1,8,Pairwise comparison method,"AHP, PROMETHEE",Yes,"Slope(>8%), Land use (river bed, irrigated farming land), geomorphology (rocky outcrops), alluvium thickness (<10m)",No,River water,Nonspecific,No
47,"Nasiri, 2013",2013,Iran,Yes,No,No,No,No,No,8,Aquifer,Storage capacity,Alluvium thickness,Aquifer thickness,7.4,6,Pairwise comparison method,"AHP, PROMETHEE",Yes,"Slope(>8%), Land use (river bed, irrigated farming land), geomorphology (rocky outcrops), alluvium thickness (<10m)",No,River water,Nonspecific,No
47,"Nasiri, 2013",2013,Iran,Yes,No,No,No,No,No,8,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,20.5,2,Pairwise comparison method,"AHP, PROMETHEE",Yes,"Slope(>8%), Land use (river bed, irrigated farming land), geomorphology (rocky outcrops), alluvium thickness (<10m)",No,River water,Nonspecific,No
47,"Nasiri, 2013",2013,Iran,Yes,No,No,No,No,No,8,Water quality,Groundwater quality,Electrical conductivity/Water quality,Groundwater - Salinity,8.2,5,Pairwise comparison method,"AHP, PROMETHEE",Yes,"Slope(>8%), Land use (river bed, irrigated farming land), geomorphology (rocky outcrops), alluvium thickness (<10m)",No,River water,Nonspecific,No
47,"Nasiri, 2013",2013,Iran,Yes,No,No,No,No,No,8,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,25.1,1,Pairwise comparison method,"AHP, PROMETHEE",Yes,"Slope(>8%), Land use (river bed, irrigated farming land), geomorphology (rocky outcrops), alluvium thickness (<10m)",No,River water,Nonspecific,No
47,"Nasiri, 2013",2013,Iran,Yes,No,No,No,No,No,8,Surface,Geomorphological,Geomorphology,Geomorphology,15.2,4,Pairwise comparison method,"AHP, PROMETHEE",Yes,"Slope(>8%), Land use (river bed, irrigated farming land), geomorphology (rocky outcrops), alluvium thickness (<10m)",No,River water,Nonspecific,No
47,"Nasiri, 2013",2013,Iran,Yes,No,No,No,No,No,8,Surface,Land use/ Land cover,Land use,Land use/Land cover,5.9,7,Pairwise comparison method,"AHP, PROMETHEE",Yes,"Slope(>8%), Land use (river bed, irrigated farming land), geomorphology (rocky outcrops), alluvium thickness (<10m)",No,River water,Nonspecific,No
47,"Nasiri, 2013",2013,Iran,Yes,No,No,No,No,No,8,Surface,Geomorphological,Slope,Slope,17.7,3,Pairwise comparison method,"AHP, PROMETHEE",Yes,"Slope(>8%), Land use (river bed, irrigated farming land), geomorphology (rocky outcrops), alluvium thickness (<10m)",No,River water,Nonspecific,No
48,"Jamali, 2014",2014,Pakistan,No,No,Yes,No,No,No,4,Surface,Geomorphological,Slope,Slope,30.0,1,"Pairwise comparison method, Multi influencing factor","AHP, WLC",Yes,"Land use (urban areas), Geology (every class but quarterny deposits)",Yes,Groundwater,Agriculture,No
48,"Jamali, 2014",2014,Pakistan,No,No,Yes,No,No,No,4,Surface,Land use/ Land cover,Land cover,Land use/Land cover,10.0,2,"Pairwise comparison method, Multi influencing factor","AHP, WLC",Yes,"Land use (urban areas), Geology (every class but quarterny deposits)",Yes,Groundwater,Agriculture,No
48,"Jamali, 2014",2014,Pakistan,No,No,Yes,No,No,No,4,Surface,Soils,Soil depth,Soil depth,30.0,1,"Pairwise comparison method, Multi influencing factor","AHP, WLC",Yes,"Land use (urban areas), Geology (every class but quarterny deposits)",Yes,Groundwater,Agriculture,No
48,"Jamali, 2014",2014,Pakistan,No,No,Yes,No,No,No,4,Surface,Hydrography,Topographic wetness index,Topographic wetness index,30.0,1,"Pairwise comparison method, Multi influencing factor","AHP, WLC",Yes,"Land use (urban areas), Geology (every class but quarterny deposits)",Yes,Groundwater,Agriculture,No
49,"Chezgi, 2015",2015,Iran,No,No,Yes,No,No,No,10,Water quality,Groundwater quality,Water quality,Groundwater quality,12.5,4,Pairwise comparison method,AHP,Yes,"Fault (distance >100m), Slope (>5%),Quanats (distance>100m),land use (urban, lakes, rivers)",No,Groundwater,Agriculture,No
49,"Chezgi, 2015",2015,Iran,No,No,Yes,No,No,No,10,Aquifer,Storage capacity,Water quantity,Groundwater quantity,12.5,4,Pairwise comparison method,AHP,Yes,"Fault (distance >100m), Slope (>5%),Quanats (distance>100m),land use (urban, lakes, rivers)",No,Groundwater,Agriculture,No
49,"Chezgi, 2015",2015,Iran,No,No,Yes,No,No,No,10,Aquifer,Flow capacity,Permeability,Aquifer permeability,14.0,3,Pairwise comparison method,AHP,Yes,"Fault (distance >100m), Slope (>5%),Quanats (distance>100m),land use (urban, lakes, rivers)",No,Groundwater,Agriculture,No
49,"Chezgi, 2015",2015,Iran,No,No,Yes,No,No,No,10,Surface,Geomorphological,Slope,Slope,6.2,6,Pairwise comparison method,AHP,Yes,"Fault (distance >100m), Slope (>5%),Quanats (distance>100m),land use (urban, lakes, rivers)",No,Groundwater,Agriculture,No
49,"Chezgi, 2015",2015,Iran,No,No,Yes,No,No,No,10,Aquifer,Storage capacity,Storage area,Aquifer storage capacity,2.4,7,Pairwise comparison method,AHP,Yes,"Fault (distance >100m), Slope (>5%),Quanats (distance>100m),land use (urban, lakes, rivers)",No,Groundwater,Agriculture,No
49,"Chezgi, 2015",2015,Iran,No,No,Yes,No,No,No,10,Aquifer,Storage capacity,Depth,Aquifer thickness,2.4,7,Pairwise comparison method,AHP,Yes,"Fault (distance >100m), Slope (>5%),Quanats (distance>100m),land use (urban, lakes, rivers)",No,Groundwater,Agriculture,No
49,"Chezgi, 2015",2015,Iran,No,No,Yes,No,No,No,10,Surface,Geomorphological,Axis,Suitability of geo-formation,25.0,1,Pairwise comparison method,AHP,Yes,"Fault (distance >100m), Slope (>5%),Quanats (distance>100m),land use (urban, lakes, rivers)",No,Groundwater,Agriculture,No
49,"Chezgi, 2015",2015,Iran,No,No,Yes,No,No,No,10,Management,Economical,Influence of quanat,Presence of aqueducts,16.2,2,Pairwise comparison method,AHP,Yes,"Fault (distance >100m), Slope (>5%),Quanats (distance>100m),land use (urban, lakes, rivers)",No,Groundwater,Agriculture,No
49,"Chezgi, 2015",2015,Iran,No,No,Yes,No,No,No,10,Management,Impact assessment,Water demand,Water demand,7.0,5,Pairwise comparison method,AHP,Yes,"Fault (distance >100m), Slope (>5%),Quanats (distance>100m),land use (urban, lakes, rivers)",No,Groundwater,Agriculture,No
49,"Chezgi, 2015",2015,Iran,No,No,Yes,No,No,No,10,Management,Economical,"Access (distance to roads, villages, quarries)",Distance to roads,1.8,7,Pairwise comparison method,AHP,Yes,"Fault (distance >100m), Slope (>5%),Quanats (distance>100m),land use (urban, lakes, rivers)",No,Groundwater,Agriculture,No
50,"Mahmoud, 2015 a",2015,UK,No,No,No,No,Yes,No,5,Surface,Soils,Soil texture,Soil type/Soil texture,36.1,1,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Domestic,No
50,"Mahmoud, 2015 a",2015,UK,No,No,No,No,Yes,No,5,Surface,Land use/ Land cover,Land cover,Land use/Land cover,4.7,4,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Domestic,No
50,"Mahmoud, 2015 a",2015,UK,No,No,No,No,Yes,No,5,Surface,Geomorphological,Slope,Slope,7.7,3,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Domestic,No
50,"Mahmoud, 2015 a",2015,UK,No,No,No,No,Yes,No,5,Hydrometeorology,Runoff,Runoff coefficient/depth,Runoff coefficient,35.6,1,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Domestic,No
50,"Mahmoud, 2015 a",2015,UK,No,No,No,No,Yes,No,5,Hydrometeorology,Precipitation,Rainfall surplus,Rainfall,16.0,2,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Domestic,No
51,"Mahmoud, 2015 b",2015,Egypt,No,No,No,No,Yes,No,5,Surface,Soils,Soil texture,Soil type/Soil texture,36.1,1,Pairwise comparison method,AHP,Yes,Land use (water bodies),No,Stormwater/surface runoff,Agriculture,No
51,"Mahmoud, 2015 b",2015,Egypt,No,No,No,No,Yes,No,5,Surface,Land use/ Land cover,Land cover,Land use/Land cover,4.7,4,Pairwise comparison method,AHP,Yes,Land use (water bodies),No,Stormwater/surface runoff,Agriculture,No
51,"Mahmoud, 2015 b",2015,Egypt,No,No,No,No,Yes,No,5,Surface,Geomorphological,Slope,Slope,7.7,3,Pairwise comparison method,AHP,Yes,Land use (water bodies),No,Stormwater/surface runoff,Agriculture,No
51,"Mahmoud, 2015 b",2015,Egypt,No,No,No,No,Yes,No,5,Hydrometeorology,Runoff,Runoff coefficient/depth,Runoff coefficient,35.6,1,Pairwise comparison method,AHP,Yes,Land use (water bodies),No,Stormwater/surface runoff,Agriculture,No
51,"Mahmoud, 2015 b",2015,Egypt,No,No,No,No,Yes,No,5,Hydrometeorology,Precipitation,Rainfall surplus,Rainfall,16.0,2,Pairwise comparison method,AHP,Yes,Land use (water bodies),No,Stormwater/surface runoff,Agriculture,No
52,"Agarwal, 2013",2013,India,No,No,Yes,No,No,No,7,Surface,Soils,Soil,Soil type/Soil texture,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Stormwater/surface runoff,Agriculture,No
52,"Agarwal, 2013",2013,India,No,No,Yes,No,No,No,7,Surface,Geomorphological,Slope,Slope,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Stormwater/surface runoff,Agriculture,No
52,"Agarwal, 2013",2013,India,No,No,Yes,No,No,No,7,Surface,Hydrography,Drainage network with drainage order,Drainage order number,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Stormwater/surface runoff,Agriculture,No
52,"Agarwal, 2013",2013,India,No,No,Yes,No,No,No,7,Surface,Land use/ Land cover,Land use,Land use/Land cover,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Stormwater/surface runoff,Agriculture,No
52,"Agarwal, 2013",2013,India,No,No,Yes,No,No,No,7,Hydrometeorology,Runoff,Runoff coefficient,Runoff coefficient,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Stormwater/surface runoff,Agriculture,No
52,"Agarwal, 2013",2013,India,No,No,Yes,No,No,No,7,Aquifer,Storage capacity,Groundwater table fluctuation,Water table fluctuation,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Stormwater/surface runoff,Agriculture,No
52,"Agarwal, 2013",2013,India,No,No,Yes,No,No,No,7,Surface,Geomorphological,Geomorphology,Geomorphology,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Stormwater/surface runoff,Agriculture,No
53,"Dorfeshan, 2014",2014,Iran,No,No,Yes,No,No,No,6,Aquifer,Flow capacity,Effective porosity,Aquifer effective porosity,12.0,4,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
53,"Dorfeshan, 2014",2014,Iran,No,No,Yes,No,No,No,6,Aquifer,Flow capacity,Permeability,Aquifer permeability,24.0,2,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
53,"Dorfeshan, 2014",2014,Iran,No,No,Yes,No,No,No,6,Aquifer,Flow capacity,Hydraulic conductivity,Aquifer hydraulic conductivity,3.0,6,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
53,"Dorfeshan, 2014",2014,Iran,No,No,Yes,No,No,No,6,Surface,Geomorphological,Slope,Slope,36.0,1,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
53,"Dorfeshan, 2014",2014,Iran,No,No,Yes,No,No,No,6,Management,Economical,Access to site,Distance to roads,21.0,3,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
53,"Dorfeshan, 2014",2014,Iran,No,No,Yes,No,No,No,6,Management,Economical,Distance from consumption site,Distance to consumption site,4.0,5,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
54,"Dashtpagerdi, 2013",2013,Iran,Yes,No,No,No,No,No,4,Surface,Geomorphological,Slope,Slope,NA,NA,NA,"Boolean logic, WLC and Fuzzy logic",No,NA,Yes,River water,Agriculture,No
54,"Dashtpagerdi, 2013",2013,Iran,Yes,No,No,No,No,No,4,Surface,Soils,Infiltration rate,Hydrological soils,NA,NA,NA,"Boolean logic, WLC and Fuzzy logic",No,NA,Yes,River water,Agriculture,No
54,"Dashtpagerdi, 2013",2013,Iran,Yes,No,No,No,No,No,4,Water quality,Groundwater quality,Electrical conductivity,Groundwater - Salinity,NA,NA,NA,"Boolean logic, WLC and Fuzzy logic",No,NA,Yes,River water,Agriculture,No
54,"Dashtpagerdi, 2013",2013,Iran,Yes,No,No,No,No,No,4,Aquifer,Storage capacity,Alluvium thickness,Aquifer thickness,NA,NA,NA,"Boolean logic, WLC and Fuzzy logic",No,NA,Yes,River water,Agriculture,No
55,"Sethupathi, 2010",2010,India,No,No,No,No,No,Yes,9,Surface,Geomorphological,Hydrogeomorphology,Geomorphology,20.0,1,Rating method,Boolean logic,Yes,"Land use (urban areas, forest, water bodies), Geology (rocky knob and boulder)",No,Nonspecific,Nonspecific,No
55,"Sethupathi, 2010",2010,India,No,No,No,No,No,Yes,9,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,6.7,4,Rating method,Boolean logic,Yes,"Land use (urban areas, forest, water bodies), Geology (rocky knob and boulder)",No,Nonspecific,Nonspecific,No
55,"Sethupathi, 2010",2010,India,No,No,No,No,No,Yes,9,Surface,Land use/ Land cover,Land use,Land use/Land cover,8.9,3,Rating method,Boolean logic,Yes,"Land use (urban areas, forest, water bodies), Geology (rocky knob and boulder)",No,Nonspecific,Nonspecific,No
55,"Sethupathi, 2010",2010,India,No,No,No,No,No,Yes,9,Surface,Soils,Soil,Soil type/Soil texture,8.9,3,Rating method,Boolean logic,Yes,"Land use (urban areas, forest, water bodies), Geology (rocky knob and boulder)",No,Nonspecific,Nonspecific,No
55,"Sethupathi, 2010",2010,India,No,No,No,No,No,Yes,9,Surface,Geomorphological,Slope,Slope,8.9,3,Rating method,Boolean logic,Yes,"Land use (urban areas, forest, water bodies), Geology (rocky knob and boulder)",No,Nonspecific,Nonspecific,No
55,"Sethupathi, 2010",2010,India,No,No,No,No,No,Yes,9,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,11.1,2,Rating method,Boolean logic,Yes,"Land use (urban areas, forest, water bodies), Geology (rocky knob and boulder)",No,Nonspecific,Nonspecific,No
55,"Sethupathi, 2010",2010,India,No,No,No,No,No,Yes,9,Surface,Geological,Lineament,Presence of lineament,20.0,1,Rating method,Boolean logic,Yes,"Land use (urban areas, forest, water bodies), Geology (rocky knob and boulder)",No,Nonspecific,Nonspecific,No
55,"Sethupathi, 2010",2010,India,No,No,No,No,No,Yes,9,Aquifer,Storage capacity,Weathered zone thickness,Aquifer thickness,11.1,2,Rating method,Boolean logic,Yes,"Land use (urban areas, forest, water bodies), Geology (rocky knob and boulder)",No,Nonspecific,Nonspecific,No
55,"Sethupathi, 2010",2010,India,No,No,No,No,No,Yes,9,Surface,Soils,Soil thickness,Soil depth,4.4,5,Rating method,Boolean logic,Yes,"Land use (urban areas, forest, water bodies), Geology (rocky knob and boulder)",No,Nonspecific,Nonspecific,No
56,"Raviraj, 2016",2016,India,No,No,No,No,No,Yes,7,Surface,Geomorphological,Slope,Slope,15.3,3,Multi influencing factor,WLC,No,NA,No,Nonspecific,Nonspecific,Yes
56,"Raviraj, 2016",2016,India,No,No,No,No,No,Yes,7,Surface,Soils,Soil,Soil type/Soil texture,6.1,7,Multi influencing factor,WLC,No,NA,No,Nonspecific,Nonspecific,Yes
56,"Raviraj, 2016",2016,India,No,No,No,No,No,Yes,7,Surface,Geomorphological,Geomorphology,Geomorphology,11.3,5,Multi influencing factor,WLC,No,NA,No,Nonspecific,Nonspecific,Yes
56,"Raviraj, 2016",2016,India,No,No,No,No,No,Yes,7,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,23.5,2,Multi influencing factor,WLC,No,NA,No,Nonspecific,Nonspecific,Yes
56,"Raviraj, 2016",2016,India,No,No,No,No,No,Yes,7,Surface,Land use/ Land cover,Land use,Land use/Land cover,24.6,1,Multi influencing factor,WLC,No,NA,No,Nonspecific,Nonspecific,Yes
56,"Raviraj, 2016",2016,India,No,No,No,No,No,Yes,7,Surface,Geological,Lineament density,Lineament density,12.3,4,Multi influencing factor,WLC,No,NA,No,Nonspecific,Nonspecific,Yes
56,"Raviraj, 2016",2016,India,No,No,No,No,No,Yes,7,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,6.9,6,Multi influencing factor,WLC,No,NA,No,Nonspecific,Nonspecific,Yes
57,"Saravanan, 2012 ",2012,India,No,No,Yes,No,No,No,4,Surface,Geomorphological,Geomorphology,Geomorphology,NA,NA,NA,Boolean logic,No,NA,No,Stormwater/surface runoff,Nonspecific,No
57,"Saravanan, 2012 ",2012,India,No,No,Yes,No,No,No,4,Surface,Soils,Soil,Soil type/Soil texture,NA,NA,NA,Boolean logic,No,NA,No,Stormwater/surface runoff,Nonspecific,No
57,"Saravanan, 2012 ",2012,India,No,No,Yes,No,No,No,4,Surface,Geomorphological,Slope,Slope,NA,NA,NA,Boolean logic,No,NA,No,Stormwater/surface runoff,Nonspecific,No
57,"Saravanan, 2012 ",2012,India,No,No,Yes,No,No,No,4,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,NA,NA,NA,Boolean logic,No,NA,No,Stormwater/surface runoff,Nonspecific,No
58,"Palaka, 2015",2015,India,No,No,No,No,No,Yes,4,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,42.00,1,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Nonspecific,Yes
58,"Palaka, 2015",2015,India,No,No,No,No,No,Yes,4,Surface,Land use/ Land cover,Land use,Land use/Land cover,12.00,4,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Nonspecific,Yes
58,"Palaka, 2015",2015,India,No,No,No,No,No,Yes,4,Surface,Geological,Lineament density,Lineament density,19.00,3,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Nonspecific,Yes
58,"Palaka, 2015",2015,India,No,No,No,No,No,Yes,4,Surface,Geomorphological,Geomorphology,Geomorphology,27.00,2,Pairwise comparison method,AHP,No,NA,No,Nonspecific,Nonspecific,Yes
59,"Goodarzi, 2013",2013,Iran,No,No,No,No,No,Yes,9,Surface,Geomorphological,Slope,Slope,3.7,7,Pairwise comparison method,AHP,No,NA,No,River water,Domestic,No
59,"Goodarzi, 2013",2013,Iran,No,No,No,No,No,Yes,9,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,9.8,4,Pairwise comparison method,AHP,No,NA,No,River water,Domestic,No
59,"Goodarzi, 2013",2013,Iran,No,No,No,No,No,Yes,9,Aquifer,Storage capacity,Depth to groundwater,Groundwater level,2.4,8,Pairwise comparison method,AHP,No,NA,No,River water,Domestic,No
59,"Goodarzi, 2013",2013,Iran,No,No,No,No,No,Yes,9,Water quality,Groundwater quality,Groundwater quality,Groundwater quality,24.3,1,Pairwise comparison method,AHP,No,NA,No,River water,Domestic,No
59,"Goodarzi, 2013",2013,Iran,No,No,No,No,No,Yes,9,Aquifer,Storage capacity,Storage  Coefficient,Aquifer storage capacity,11.4,3,Pairwise comparison method,AHP,No,NA,No,River water,Domestic,No
59,"Goodarzi, 2013",2013,Iran,No,No,No,No,No,Yes,9,Aquifer,Flow capacity,Hydraulic gradient,Aquifer hydraulic conductivity,20.8,2,Pairwise comparison method,AHP,No,NA,No,River water,Domestic,No
59,"Goodarzi, 2013",2013,Iran,No,No,No,No,No,Yes,9,Surface,Land use/ Land cover,Land use,Land use/Land cover,8.9,6,Pairwise comparison method,AHP,No,NA,No,River water,Domestic,No
59,"Goodarzi, 2013",2013,Iran,No,No,No,No,No,Yes,9,Management,Economical,Distance from surface water sources,Distance between water supply sources and MAR site,8.9,6,Pairwise comparison method,AHP,No,NA,No,River water,Domestic,No
59,"Goodarzi, 2013",2013,Iran,No,No,No,No,No,Yes,9,Aquifer,Flow capacity,Aquifer transmissivity,Aquifer transmissivity,9.8,5,Pairwise comparison method,AHP,No,NA,No,River water,Domestic,No
60,"Satapathy, 2015",2015,India,No,No,No,No,No,Yes,4,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,21.7,3,Rating method,WLC,No,NA,Yes,Nonspecific,Nonspecific,Yes
60,"Satapathy, 2015",2015,India,No,No,No,No,No,Yes,4,Surface,Geomorphological,Geomorphology,Geomorphology,43.5,1,Rating method,WLC,No,NA,Yes,Nonspecific,Nonspecific,Yes
60,"Satapathy, 2015",2015,India,No,No,No,No,No,Yes,4,Surface,Land use/ Land cover,Land use,Land use/Land cover,8.7,4,Rating method,WLC,No,NA,Yes,Nonspecific,Nonspecific,Yes
60,"Satapathy, 2015",2015,India,No,No,No,No,No,Yes,4,Surface,Geomorphological,Slope,Slope,26.1,2,Rating method,WLC,No,NA,Yes,Nonspecific,Nonspecific,Yes
61,"Zare, 2016",2016,Iran,Yes,No,No,No,No,No,5,Surface,Geomorphological,Slope,Slope,64.4,1,Pairwise comparison method,AHP,Yes,"Land use (only pasture land), Drainage density",No,River water,Agriculture; Domestic,No
61,"Zare, 2016",2016,Iran,Yes,No,No,No,No,No,5,Surface,Soils,Soil ,Soil type/Soil texture,17.5,2,Pairwise comparison method,AHP,Yes,"Land use (only pasture land), Drainage density",No,River water,Agriculture; Domestic,No
61,"Zare, 2016",2016,Iran,Yes,No,No,No,No,No,5,Aquifer,Storage capacity,Alluvium thickness,Aquifer thickness,4.2,4,Pairwise comparison method,AHP,Yes,"Land use (only pasture land), Drainage density",No,River water,Agriculture; Domestic,No
